time,data
2019-10-27 09:45:00,航空公司 波音 客机 乘客 发动机 无人 直升机 引擎 飞行员 水平 飞机 公路 收费站 部门 人民币 情景 飞行员 能量 视频 满载 撞 失火 沉着 应对 停 还原 致敬 高超 东京 中国 八里桥 国家有关
2019-10-19 23:31:00,会费 国家 草案 建议 地点 代表团 媒称 外交 义务 大会 人 建议 提议 搬 拖欠 导致 报道 递交 申请 搬出 并给 选择 难过 发放 签证 拒发 签证 侮辱 违背 费 支出 搬 搬 提议 看  俄罗斯 日内瓦 美国 新区 维也纳 中国 上海 联合国 联大会议
2019-10-19 20:56:00,奶茶 店 女孩 插队 女孩 打人 女子 日音 插队 戏 现实 插队 视频 揍 上手 止 尧  
2019-10-14 19:37:00,历史 民国 老式 院 母亲 饭菜 衣服 衣服 院子 被褥 脾气 床 人 民国 买 接到 居住 做 不想 吃 缝 不想 穿 扔到 就寝 铺 闹 拆掉 分居 展开 鲁迅 朱安 北京 
2019-10-12 21:28:00,地震 火山 事 人佛系 背包客 视频 把握 辜负 做 想 做 想要 爱 想要 爱  日本 台风 
2019-10-02 10:37:00,女孩 嘴 全身 少女 睡午觉 时 人用 开口 女孩 行凶 知情 人士 母亲 男子 男子 妻子 睡午觉 开水瓶 事发 医院 外地 医院 嫌疑人 射阳 派出所 案件 开水 灌入 烫 发生 开水 灌下 导致 烫伤 获悉 受伤 姓 姓 介绍 私奔 找上门 拎 骑在 灌 开水 导致 烫伤 受伤 送往 救治 转往 救治 控制 吴 宝应县 徐某 徐 扬州市 扬州 湖 
2019-09-27 14:54:00,天地 史话 记者 军人 军人 脸 记者 记者 大军 人岁 记者 家人 军人 记者 军人 记者 军人 战死沙场 超话 采访 想 死 回答 会 娶妻生子  中国 美国 
2019-09-24 11:25:00,孩子 春游 现场 哭声 市场 大巴 桥墩 车顶 全车 车 窗玻璃 桥墩 牌子 大巴车 目击者 放炮 全文 突发 削头 撞 削掉 震碎 散落 限高 撞 说 展开 张师傅 安琪尔 幼儿园 中巴 杭州 
2019-09-16 22:49:00,殉情 情侣 殉情 情话 故事 先 身体发肤 父母 视频 跳下去 演绎 跳下去 转身 离开 行 好吃 曲奇饼 雪山 玉龙雪山 丽江 
2019-09-07 21:19:00,方知 年少 懂 李鸿章 中堂 
2019-09-05 22:52:00,民国 政府 国服 涵义 笔架 寓意 文治 国门 襟 代表 行政 司法考试 袖口 代表 民族 民权 民生 后背 整片 代表 国家 衣领 代表 定为 盖 倒置 扣 扣 紧闭 孙中山 治国 
2019-09-01 06:21:00,爆料 购物中心 幼童 黑人 暴力 奶奶 见状 理论 家属 报警 视频 网页 链接 遭受 袭击 踢倒 遭 发布 追凶  广东 深圳 
2019-08-29 10:28:00,局座 移民 小孩 嘴巴 身体 退休 骂 送出去 说话 赚钱 听 不到  美国 
2019-08-27 15:46:00,学校 校长 学生 校服 早恋   
2019-08-23 13:35:00,世界 白血病 费用 人民币 医疗保险 日币 列为 攻克 列为 负担  日本 
2019-08-23 07:29:00,警方 浴室 网友 爆料 警方 浴室 二维码 记录 元者 派出所 嫖客 警方 人 情况 证据 称 转账 付款 超过 涉嫌 嫖娼 需到 报道 抓获 回应 称 传唤 配合 嫖娼 会 认定 黄 江苏 宜兴 
2019-08-22 15:40:00,爆料 少数民族 运动会 物流 城 通知 停运 屯 快递 停运  东西 郑州 
2019-08-20 10:01:00,记者 士兵 记者 大军 人 家人 问当 军人 战死沙场 拦住 问 说 问 想 答 死 问 答 会 娶妻生子 投降  中国 日本 美国 
2019-08-18 17:16:00,战争 现场 大片 电影 用户 视频 发生 爆炸 拍  缅甸 
2019-08-12 15:57:00,小区 真 事情 孩子 孩子 妈妈 孩子 孩子 视频 发生 发生 住 找到 预谋 抢 可怜 希望 提高警惕 希望 没事   
2019-08-10 21:39:00,历史性 房子 视频 发生 超 塌 该死 洪水 临海 
2019-08-10 12:41:00,女孩 父母 自拔 氧气管 孩子 女儿 脚趾 红斑 医院 医生 女儿 血小板 骨髓 急性 细胞 白血病 医院 化疗 腰椎 花费 费用 病情 父母 孩子 性命 所需 费用 父母 全力 女儿 病痛 女儿 父母 病情 伤心 时刻 父母 眼角膜 妹妹 氧气管 父母 无钱 治病 说 离世 家住 洗脚 发现 发热 带 去 看 急诊 得知 发现 做 穿刺 诊断 穿刺 外加 穿 不见 好转 保住 筹措 了近 治疗 相差 说 只能 看着 忍受着 折磨 希望 看着 难过 放弃 治疗 恳求 捐献 嘱咐 再生 免得 说完 拔下 说 去 阿梅 谢谢 湘西 湖南 
2019-08-10 09:39:00,工地 吊机 居民楼 人 中影 视频 跟进 报道 吹倒 砸 入 希望 没住 包 小姐 利奇马 台风 浙江 
2019-08-06 15:21:00,女子 层楼 雨棚 雨棚 质量 速度 猫 视频 睡觉  浙江 温州 
2019-07-19 12:29:00,客区 交通事故 机动车道 旅客 事件 机场 客区 机动车 发生 导致 横穿 死亡 限速 降至 请  浦东 
2019-07-19 08:55:00, 吓人   
2019-07-19 08:23:00,航空公司 波音 客机 乘客 发动机 无人 直升机 引擎 飞行员 水平 飞机 公路 收费站 部门 奖历 人民币 网页 链接 网页 链接 满载 撞 失火 沉着 应对 停 来自 爱笑 中国 八里桥 国家有关
2019-07-12 06:56:00,悬崖 天路 钢梯 台阶 天路 悬崖 历史 信阳 故事 视频 修建 据说 结束 汇  四川 大凉山 
2019-07-08 21:16:00,车桥 车厢 人 网页 链接 冲毁 掉 发生  昆明 西安 
2019-07-07 13:34:00,区 福 全 大火 城 人 浓烟 网友 福 全 塑料包装 仓库 消防车 现场 事 头条 秒 视频 图片 突发 发生 称 着火 已有 拍 查看 官微 柯桥 城南 城西 城东 浙江 绍兴 
2019-07-03 13:11:00,军事情报 网站 核潜艇 潜艇 潜艇 总统 州 报道 爆发 发射 击中 取消 召回 彭斯 白宫 鱼雷 内尔 以色列 美国 美俄 
2019-07-02 22:41:00,车桥 车厢 人 逝者 生者 网页 链接 冲毁 掉 发生 愿 大哭  昆明 西安 
2019-07-01 00:22:00,学生 全体 教师 孩子 学生 全体 教师 父母 爸爸 妈妈 补课费 数学 语文 物理 共元 父母 重点 大学 全家人 跳楼 写给 可怜 走 跳楼 写给 打工 加 付 学习 想 考上 吃 展开   
2019-06-27 03:48:00,女孩 嫌疑人 女孩 嫌疑人 警方 速度 暴打 说 暴打 抓 破案 赞   
2019-06-26 18:11:00,女子 嫌疑人 催债 图 殴打 看   
2019-06-24 13:13:00,分数线 理科 发布 祝 权威 二本 河南 
2019-06-23 21:28:00,车桥 车厢 事 网页 链接 冲毁 掉 发生 不知  昆明 西安 
2019-06-22 21:35:00,新闻 社长 爷爷 真假 喜多 看 说 喜多 杰尼斯  
2019-06-12 14:52:00,作文 中学 男 全国 作文 整篇文章 酒字 官 液体 火 高考 分享 保送 高考 写酒 把酒 描写 倾倒 阅卷 供 鉴赏 伍 广德 湛江市 清华大学
2019-06-03 21:47:00,经典 文化 无限期 邂逅 封杀 死刑  中国 澳大利亚 
2019-05-24 06:21:00,无限期 封杀 死刑  中国 澳大利亚 
2019-05-22 22:40:00,航空公司 波音 客机 乘客 发动机 无人 直升机 引擎 飞行员 飞 水平 飞机 公路 收费站 部门 人民币 猫猫 视频 满载 撞 失火 沉着 应对 停 巧克力 中国 八里桥 国家有关
2019-05-20 06:20:00,最新消息 停火 止战  美 
2019-05-19 08:14:00,头条 文章 高官 子女 资产 动手 发表 驱逐 冻结  美国 
2019-05-19 07:56:00,环境 生长 氛围 祖国 无限期 无限期 网页 链接 看似 学习 封杀 死刑 封杀 死刑 明白 中国 澳大利亚 
2019-05-17 22:59:00,终究会 衣食住行 国防 军事 科技 思路 无限期 网页 链接 创新 开放 害怕 就算 拼 打开 折腾 折腾 无畏 无惧 封杀 死刑  中国 澳大利亚 
2019-05-17 01:08:00,朋友圈 事 发  治安 贵阳 
2019-05-15 22:00:00,微波炉 人 科学家 人 微波炉 危害 原子弹 食物 微波炉 声明 微波炉 计划 据说 响应 组织 要受 发现 超过 加热 辐射 禁止 停产 禁用  中国 韩国 日本政府
2019-05-13 11:27:00,军舰 士兵 全民 网页 链接 分享 击毁 下令 反击 鲁 伊朗 
2019-05-06 17:16:00,拐 儿童 派出所 口音 爸妈 冷漠 机会 爱心 视频 转发 希望 找到 会 团聚 接力  广东 汕头 菏泽 
2019-05-05 12:19:00,人民币 餐馆 服装店 无现金 时代 互联网 时代 世界 志愿者 秒 视频 停产 停止 改变 甩掉 招呼 加油 拍 姜华 印钞  加油站
2019-05-01 11:32:00,智障 儿 老人 母亲 智障 儿子 村子 儿子 时间 稻谷 老人 儿媳 丈夫 老人 卧床 母亲 眼睛 母亲 水 老人 后人 事发 老人 遗言 儿女 流泪 留 照顾 没 离开 不让 挨饿 攒 吆 介绍 发现 不转 背 留下 守 看 想 孟阿香 牛耕田 小儿子 今天上午 乐建九 阮 通山县 湖北 
2019-04-29 02:17:00,音乐 活 指挥家 患上 老年痴呆症 交响乐 乐队 感人 音乐 人 人 人 躯壳 时 舞台 交响乐 界 辉煌成就 视频 致敬 演奏 爱 致敬 致敬 演出 知晓 会 记起 谢幕 陈有西 小泽征尔  
2019-04-27 12:03:00,人民币 餐馆 服装店 无现金 时代 互联网 时代 世界 牙 牙 牙 手机用户 秒 视频 停产 停止 改变 甩掉 招呼 呲 呲 呲 拍 印钞  加油站
2019-04-26 10:06:00,网传 小学 体育老师 男生 女生 学生 家长 家长 生气 博 视频 乱摸 不准 告诉  开封市 
2019-04-22 09:22:00,化工厂 网友 热电厂 一带 爆炸 曝料 称 发生 爆燃 金普 金州 大连市 新区 
2019-04-20 09:52:00,民众 电费 群众 市 电力 电费 理由 电费 老百姓 血汗钱 电费 银行利息 电力局 电表 用户 电费 用户 证实 电费 智能 电表 电费 电器 差距 原因 老百姓 专业人士 原因 电表 功率 电表 企业 老百姓 阶梯 电价 电费 猫腻 电工 功率 空调 小时 日光灯 冰箱 笔记本电脑 耗电量 电表 电 电表 限量 大容量 电热水壶 电流 光 电热水壶 电流 电表 电流 电器 家庭 时间 电 流量 电表 限量 限量 电表 读数 正常值 速度 电费 交钱 电力部门 电流 大 电表 限量 电表 原因 收 电费 智能 电表 耗电量 全都 转嫁给 用户 智能 电表 高耗能 机械 电表 物理 性 表 电池 状态 用户 电 脉冲 报警 功能 机械性 用户 官方 媒体 人民网 文章 电表 家庭 智能 电表 偏差 居民 无端 电费 电老虎 电 老鼠 家庭 土豪 几秒钟 朋友圈 信群 人 拒绝 交 关注 聚集 拒绝 交 预存 预存 收入 更换 翻 达 谁能给 解释 讲 导致 转速 加快 垄断 压榨 实行 做 开 加上 显示 超过 加上 超过 超出 高于 飞快 旋转 交 提供 提供 出 节能 耗电 处于 充电 充 跳闸 不用 耗电 含 耗费 承担 转载 报道 指出 蓄意 加速 报道 写到 掏 希望 转发 揪出来 转发 救 处于 选择 无视 转发 重视 高达 红外 富阳镇 中国 贺州 普通家庭 供电局
2019-04-17 15:53:00,棋盘山 棋盘山 网传 棋盘山 开发区 街道 街道 交界处 火情 事故 森林 时间 火者 火者 男岁 街道 村日 耕地 秸秆 风力 荒草 因涉嫌 戒严 火 森林 网页 链接 达 突发 发生 侦查 抓获 居住 达 烧 引燃 防火 富某 东沟 辉山 沈阳市 沈阳 沈北 公安局
2019-04-17 15:46:00,棋盘山 开发区 街道 街道 交界处 火情 事故 森林 时间 火者 网页 链接 达 突发 发生 侦查 抓获  沈阳市 辉山 沈北 公安局
2019-03-30 00:41:00,无限期 网页 链接 封杀 分享 搜索  中国 澳大利亚 
2019-03-24 23:49:00,民众 谣言 人 响水 化工厂 人 人 人 网页 链接 爆炸 抓 截至 爆炸 导致 死亡 受伤 觉察到 江苏 公安局
2019-03-13 22:37:00,型号 飞机 高球 票友 秒 视频 往返 乘坐 拍 万幸 成都 
2019-03-11 22:56:00,垃圾 食品 评出 搞笑   联合国 世界卫生组织
2019-03-01 22:14:00,战 公安 学校 情况 孩子 大人 外地人 小孩 天水 一带 小孩 胸部 器官 陌生人 面包车 粮食 车 平房 漏水 普通话 看好 偷 抢 丢 解剖 拿走 开 收 收 修 展开  三亚 天水市 
2019-02-11 06:11:00,媒体 黑幕 电表 电力公司 利益 电表 企业 过程中将 电表 省 种 电表 电表 偏差 居民 无端 电费 肚子 揭出 蓄意 加速 获取 调快 抽检 发现 走 掏 笑 抽筋  中国 国家技术监督局
2019-02-07 18:01:00,绳子 人 神 视频 蹦极 忘记 绑 已成   
2019-01-25 18:10:00,部门 年终奖 重点 发 划   
2019-01-15 09:41:00,女子 商场 衣服 丈夫 女子 情夫 情夫 女子 衣服 丈夫 极端 状况 商场 买 婉拒 转账 买下 羞辱 跳 值得  上海 
2019-01-10 13:10:00,亲吻 病毒 流感 图 医院 儿科 流感 患者 家长 朋友 嘴 亲吻 儿童 防范 急诊 爆满 提醒 保暖 防寒  阜阳市 
2018-12-26 11:24:00,事情 地铁 线 方向 女 乘客 铁门 栏杆 门 惨剧 视频 网页 链接 下车 没 夹 导致 发生 江 曹杨路 杨 南站 上海 北路 
2018-12-18 22:07:00,发生爆炸 原因 长治 秒 视频 不详 拍 吴沪先 美国 
2018-12-06 13:49:00,节目 同台 节目单 回归 飙歌 期待 王菲 刘谦 陈佩斯 刘德华 张学友  
2018-11-16 22:33:00,重磅 领事馆 摄像头 尸体 照片 发布 驻 拍下 沙特 卡舒吉  
2018-11-14 00:32:00,文明执法 文明执法 力 权利 狗狗 人类 陪伴 人 人 权利 省会 城市群 中心 区 核心 核心 科 走廊 中心 国际 电子商务 中心 头衔 权利 狗狗 生存空间 整治 手段 人性 文明执法 暴力 过程 暴力 交通 交通 小麦 猫 狗 电台 交通 宠物 部落 宠物 领养 宠物 宠物 动物 志愿者 团队 团队 猫神 传奇 乡村 教师 代言人 文艺 流浪 动物 新闻 城管 反抗 决绝 生存 驯化 度过 救 生存 发生 发生 环 创 生存 剥夺 治理 缺 流出 看不到 爱 互助 站 会 保护 发布 文明 泽 黄金眼 徐琳 马云 杭宠 陶 浙江省 大湾 都市 哥哥 长江三角洲 大都市 杭州 城市 杭州湾 中国 国际化
2018-11-02 16:13:00,人 排队 人 龙浪长 听 说 自贡 倒闭 取钱 排起   商业银行
2018-11-02 13:13:00,农商 银行 董事长 利用 职务 农商 金融 后台 服务公司 社会 信用 代码 酒 农商 银行 董事长 利用 职务 利用 个人账户 县长 基金 私分 农商 银行 董事长 共产党员 风水先生 办公室 环 省 联社 效果 媒体 举报人 身份证 号码 指示 成立 买 配置 指示 迷信 破 装修 举报 忘 介入 董秘 徐鸿斌 施伟斌 史琛洁 施贤军 德清 河滨公园 湖州 温州 
2018-11-01 08:23:00,空中飞人 原因 工作人员 坠亡 看过   
2018-10-26 13:10:00,黑色 追尾   
2018-10-21 06:04:00,公安 学校 情况 孩子 大人 外地人 小孩 胸部 器官 陌生人 面包车 粮食 车 平房 漏水 普通话 人 妇女 问路 脚步 人 传 事实 人 孩子 老师 孩子 车 人 窗户 当兵 军用 给你个 军用 小钱 后果 射入 眼睛 世界 肾 角膜 人 车号 小心 人 证实 小心 人 人 几秒钟 亲人 小孩 事实 体育中心 体育场 看好 丢 解剖 拿走 开 收 收 修 停下 搭理 收到 转 拯救 转 转发 走 停 打开 说 穿着 说 帮忙 卖 挣点 看 聚焦 会 会 带走 会 发生 去 想要 缺少 害死 别碰 摸 告诉 补充 补充 花 转发 告诉 希望 帮忙 转发 望远镜 马路边 马甲 明白 谢谢 舒兰 鄂 幼儿园 三亚 吉林 大连市 长春 
2018-10-05 07:06:00,老街 机被 钱 秒 视频 据说 吹飞 抉择 要钱 要命 扒 拍  深圳 东门 
2018-09-29 09:02:00,老板 老板 成冠 系统 创始人 肝癌 人 钱 大师 创办人 作者 保健品 网络系统 创始人 产品 高科技产品 肝脏 死 死 吃 讽刺 看 干 吃 赚 请 看 超凡 远离 逝世 吃 享年 请 去逝 讽刺 吞进 伤及 王慈官 陈观田 莫大 安利 美国 福州 
2018-09-17 17:17:00,电 商法 版本 朋友 时 标签 公司 非税 交易 税金 朋友圈 配合 转账 相关 会 收入 偷税 补交 支付宝  
2018-09-16 15:17:00,空调 风力 大会 外机 风力 空调 外机 热风机 电流 烧机 朋友家 空调 爆机 空调 网页 链接 转发 提醒 关 压 散 逆转 相撞 爆炸 已有 开   
2018-09-16 13:41:00,老街 机被 钱 买买提 视频 据说 吹飞  山竹 深圳 台风 东门 
2018-09-16 13:35:00,面包车 人 美女 视频 吹翻 愿  山竹 深圳 台风 平平安安 
2018-09-16 12:41:00,网友 感觉 赤道 蚂蚁 秒 视频 肆虐 要来 加 袭 拍  山竹 台风 广州 
2018-09-16 09:52:00,人 全国 学术论坛 底线 师妹 视频 考入 夺冠 刘 海燕 常德 湖南 美国 回国 美国哈佛大学
2018-09-16 00:09:00,中心 距离 方向 中心 风力 海面 趋向 动态 气象台 时分 秒 视频 袭击 超 位于 移入 超 登陆 袭击 请 提前 做好 相关 防御 拍 庄雨 吕宋岛 强台风 徐闻 东南 菲律宾 台山 湛江市 湛江 沿海地区 南海 粤西 山竹 台风 
2018-08-22 20:22:00,服务中心 急性 传染病 炭疽 杆菌 病 猪 疫情 好心人 通知 发现 例 封闭 希望 吃 感染 解除 为止 帮忙 转发 希望 重视 吓人 苏家屯 牛羊肉 周知 谢谢 大沟 河 中心医院
2018-08-07 14:40:00,价值观 人命 人性 价值观 企业 人性 企业 毫无 放在 死亡 碧桂园 钱财  
2018-08-05 10:15:00,头条 文章 病 社会 病 发表   
2018-08-03 08:08:00,鲨鱼 游客 视频 转 吞噬 开心  大东海 三亚 
2018-08-01 13:48:00,网传 苍井 空 老师 辅导员 领导 网页 链接 聘请   中国少年先锋队
2018-07-27 07:51:00,孩子 祖国 亲们 饮料 孩子 饮料 孩子 白血病 亲们 玫瑰 玫瑰 去 超市 买 买 查出 塌 顶不住 有钱 救 不了 希望   
2018-07-19 08:25:00,事 事 人 儿童 斧头 斧头 儿童 人 人 凶手 内 现场 事发 米处 放学 行凶 图 网友 砍 砍伤 分 持 砍伤 制服 警察 赶到 位于 显示 徘徊 试图 站 放弃 今天下午 幼儿园 入园 东门 武昌 武汉 大门口 
2018-07-07 07:50:00,大会 面包店 肉松 棉花 孩子 财经 头条 文章 大师 视频 吐 记住 做 爱 吃   
2018-06-30 08:09:00,人 继父 部门 孩子 网页 链接 不求 点赞 只求 转发 救救 可怜  甘肃省 西峰 
2018-06-30 01:33:00,合肥 工作人员 绳索 姑娘 绳索 绳子 工作人员 工作人员 女孩 冒险 娱乐活动 高空 视频 警钟长鸣 蹦极 忘系 推 发现 没系 失误 断送 交给 去 做 蹦极 吓傻 跳伞 蹦极 失误 展开   
2018-06-30 00:59:00,人 继父 部门 孩子 大神 动用 资源 力量 孩子 冷漠 孩子 畜生 网页 链接 救救 可怜 救救 可怜 做 看客 转发 转发 施暴者 甘肃省 西峰 
2018-06-29 23:15:00,孩子 流泪 流泪 人 继父 部门 孩子 朋友圈 大神 动员 资源 力量 孩子 冷漠 菜刀 菜刀 菜刀 娃娃 畜生 雷劈 稀土 部队 世纪 经济 网页 链接 希望 帮帮 救救 可怜 救救 可怜 做 看客 请 转发 发怒 发怒 发怒 救救 可怜 看 报道 何炅 施暴者 谢娜 孙红雷 袁立 甘肃省 西峰 
2018-06-29 21:59:00,孩子 部门 爸 人 人 孩子 孩子 网页 链接 转发 可怜 转发 严惩 做 愤怒 愤怒 愤怒 救救 可怜 可怜 可怜 希望 解救 铁岭 西峰 
2018-06-29 13:17:00,合肥 女孩 传谣 瓜 群众 花骑 部落 秒 视频 蹦极 吃 不漏 拍 辟谣 雨琪 苏州 深藏 
2018-06-29 10:57:00,孩子 流泪 流泪 人 继父 部门 孩子 朋友圈 大神 动员 资源 力量 孩子 冷漠 菜刀 菜刀 菜刀 网页 链接 希望 帮帮 救救 可怜 救救 可怜 做 看客 请 转发 发怒 发怒 发怒 施暴者 甘肃省 西峰 
2018-06-29 05:59:00,酒泉 人 继父 部门 孩子 朋友圈 大神 动员 资源 力量 孩子 冷漠 祸害 人 小孩 心理 面积 人 人 网页 链接 不求 点赞 只求 转发 救救 可怜 请求 救救 可怜 做 看客 收 塌 估计 施暴者 老天爷 甘肃省 中国 西峰 
2018-06-29 01:53:00,合肥 工作人员 绳索 姑娘 绳索 绳子 工作人员 工作人员 女孩 冒险 娱乐活动 军营 摄影师 秒 视频 蹦极 忘系 推 发现 没系 失误 断送 交给 去 做 拍   
2018-06-29 00:21:00,畜生 人 继父 部门 孩子 朋友圈 大神 动员 资源 力量 孩子 冷漠 畜牲 孩子 网页 链接 救救 可怜 救救 可怜 做 看客 转发 死 敲打 敲打 敲打 可怜 施暴者 甘肃省 西峰 
2018-06-28 23:54:00,女孩子 孩子 肉 人 孩子 无辜 生长 酒泉 人 继父 部门 孩子 朋友圈 大神 动员 希望 负责 负责 看着 嫁给 受 受罪 不生 救救 可怜 请求 展开 施暴者 甘肃省 西峰 
2018-06-28 22:06:00,人 继父 部门 孩子 朋友圈 大神 动员 资源 力量 孩子 冷漠 网页 链接 救救 可怜 救救 可怜 做 看客 施暴者 甘肃省 西峰 
2018-06-27 21:02:00,合肥 工作人员 绳索 姑娘 绳索 绳子 工作人员 工作人员 女孩 冒险 娱乐活动 博 故事 蹦极 忘系 推 发现 没系 失误 断送 交给 去 做   
2018-06-24 19:47:00,合肥 工作人员 绳索 姑娘 绳索 女孩 视频 蹦极 忘系 推 发现 没系 断送 交给 拍 刘  
2018-06-23 14:18:00,男孩 孩子 捅 死   
2018-05-17 08:40:00,劫机 案名 歹徒 航班 飞机 歹徒 暴力 飞机 机组人员 乘客 飞机 机场 歹徒 公安机关 机组人员 乘客 案件 网页 链接 闪电侠 发生 抓获 飞往 分 起飞 分 劫持 制服 返航 着陆 抓获 受  乌鲁木齐 新疆 
2018-05-17 04:12:00,项目 厂区 发生爆炸 村民 经济 开发区 古雷 项目 厂区 发生爆炸 疏散 分 位于 古雷港 漳州 福建省 福建 漳州市 
2018-05-15 19:52:00,挡风玻璃 飞机 玻璃 太 玻璃 机组 买家 秒 视频 破裂 破裂 吓人 能烧 壮举 拍 史诗  
2018-05-11 16:28:00,给我发 信圈 朋友 视频 空姐 司机 畜生 劣迹 司机 滴滴 漏洞 桐桐 秒 视频 发 奸杀 逮住 成 拍   
2018-04-27 21:51:00,米脂 事件 帖子 官方 通报 照片 孩子 删除 传 没了 没 换取   
2018-04-27 11:54:00,店 紫菜 蛋汤 塑料 网页 链接 小炒 买   
2018-04-26 14:40:00,头条 文章 人 杰作 发表 不吃 呕心 小龙虾 日本 
2018-04-26 10:56:00,孩子 爸妈 公交车 驾驶员 家人 驾驶员 家人 全国 公交 儿童 公交车 儿童 守护人 孩子 公交车 家长 孩子 善念 告诉 找 不到 任意 坐下 告诉 找 不到 会 守护 失散 拐卖 请 接力 请 转发 扩散 接力 转发  中国 
2018-04-26 10:55:00,家长 孩子 孩子 陌生人 孩子 人 孩子 两人 公安机关 龙 派出所 交代 团伙 人 孩子 肾脏 前 孩子 全城 戒严 信圈 父母 孩子 时时 孩子 晚饭 时 乡 妇女 小孩 疑犯 贵 黑色 学校 小孩 证实 孩子 朋友 孩子 大人 外地人 贵定 小孩 小孩 胸部 器官 陌生人 面包车 粮食 车 口罩 人 裤子 人 普通话 人 妇女 问路 脚步 人 事实 人 孩子 老师 动手 请 捆 偷 止 丢 迷晕 偷 抓获 关押 评 派 偷 发 提醒 贪玩 关注 玩耍 去向 丢 请 看管 抢走 抢 不求 点赞 只求 扩散 逢 停 抢 说 请 看好 偷 抢 丢 解剖 拿走 开 收 收 带黑 穿 说 停下 理答 收到 传下 转 拯救 转 请 转发 警惕 李 宝贝儿 罗妥 虎口 宁波 罗甸县 越野车 公安局
2018-04-24 05:01:00,时间 时分 家乡 地震 众生 发生 有无 伤亡 祈祷 愿 哄 白玉县 四川省 甘孜藏族自治州 北京 
2018-04-19 21:13:00,图片 信息量 女孩 世界 人 感觉 爆炸 传达 绝望 不到  厦门 
2018-04-16 06:20:00,法制 脑浆 征地 不公 莲花 镇 村民 副镇长 理论 压路机 副镇长 压泥车 脑浆 当局 数百人 封口费 崩裂 拆迁 躺 下令 开车 辗毙 四溅 派出 抢 逼 签收 何志华 岳麓区 湖南省 湖南 长沙市 
2018-03-14 20:33:00,家长 放学 学生 小车 问路 感谢费 小孩 上车 家长 孩子 上车 骗确记 情况 人 孩子 县 孩子 陌生人 孩子 人 孩子 人 交代 团伙 人 孩子 肾脏 孩子 全城 戒严 信圈 父母 孩子 时时 孩子 晚饭 时 妇女 小孩 疑犯 学校 小孩 证实 全县 孩子 朋友 孩子 大人 外地人 地区 小孩 小孩 胸部 器官 陌生人 面包车 粮食 车 口罩 人 裤子 人 话 人 妇女 问路 脚步 人 事实 人 孩子 学校 老师 孩子 开 拿出 带路 请 碰到 估计 警惕 转出去 偷 丢 迷晕 偷 抓 派 偷 发 提醒 贪玩 关注 玩耍 去向 丢 请 看管 抢走 抢 通缉 不求 点赞 只求 扩散 抢 说 请 看好 偷 抢 丢 解剖 拿走 开 收 收 带黑 穿 说 停下 理答 收到 传下 转 拯救 转 转发 罗镜镇 宝贝儿 小学生 永州市 古城 新田县 韶关 湖南 广东 华县 罗定 公安局
2018-03-01 22:20:00,镇 时间 幼儿 院校 本地人 车牌 事故 校车 护栏 驾驶员 女性 老师 幼儿 幼儿 酒 速度 校车 驾驶员 幼儿 女性 老师 幼儿 事故 人 开学 人 消息 开 发生 避让 撞到 掉入 死亡 溺亡 获救 驾 掉入 身亡 导致 死亡 获救 导致 死亡 获救 痛心 等待 发布  涡阳县 亳州市 江苏 城东 苏州 河水 河里 安徽省 
2018-02-28 08:00:00,父母 涵涵 化名 医院 眼科 工具 涵涵 面颊 孩子 脖子 血渍 涵涵 奶奶 医生 午饭 爸爸 场所 剪线 头 工具 剪刀 剪刀 孩子 面颊 孩子 痛心 做 送到 急诊 剪 刺入 告诉 接诊 跟着 去 玩耍 奔跑 摔倒 刺入 哭 萧山 后涵涵 浙江 
2018-02-27 22:38:00,同学聚会 网友 爆料 大酒店 同学聚会 吹牛 同学 有权 同学 同学聚会 网页 链接 称 有钱 看不起 沒钱 没钱 杀 有钱 对比 张家口 东升 张家口市 
2017-12-13 00:11:00,狐狸 养殖场 老板 老婆 打麻将 孩子 煤气罐 孩子 现场 力竭 后院 皮 狐狸 尸体 狐狸 灵性 动物 积福 现世报 隔代 报 孩子 无辜 天堂 天堂 网页 链接 去 饿 做饭 爆炸 炸死 哭 堆积 扒 点评 属 没事 请为 报应 分 祈祷 但愿 杀戮 别以为 子镇 子孙后代 松原市 吉林省 深井 
2017-10-30 02:45:00,很漂亮 女王 历史 盛誉 小 秘密 女孩 女王 数字 代表 月经 牺隗 享有 绽放 发明 隗祥 印度 
2017-10-21 09:49:00,鳔 鱼 空间 银行 儿童 银行 工作人员 人 玫瑰 手有余香 无 走失 守护 赞授   
2017-10-19 22:49:00,摄影师 精彩 紫菜 秒 视频 拍 看 下载 拍   
2017-10-19 06:34:00,菌丝 霸道 导游 地方 看 敢 去 拘留 撵 庇护 敢 做 去   
2017-10-13 11:54:00,用户 公安 学校 情况 孩子 大人 外地人 打牌 看好 丢 解剖  三亚 河南省 洛阳市 
2017-10-11 07:50:00,爸爸 机智 孩子 真事 家长 商场 孩子 孩子 爸 灭火器 柜台 警铃 大作 全体 商场 门 孩子 厕所 孩子 孩子 头发 衣服 时间 小孩 衣服 人贩子 心思 冷漠 发现 丢 抄起 砸 出动 说 丢 找到 剃 换 玩笑 换 想 需点赞 需 转发 拒绝 周大福 南 石门镇 邢台 
2017-10-10 10:18:00,公安 学校 情况 孩子 大人 外地人 小孩 一带 爱 看好 偷 抢 丢 解  三亚 兰溪市 浙江 
